SP_ID,year,observed,expected
S02000671,2009,65,68.30717607
S02000672,2009,30,77.5840586
S02000673,2009,51,57.41469424
S02000674,2009,83,67.82977809
S02000675,2009,70,95.38782943
S02000676,2009,98,76.5418828
S02000677,2009,35,72.70182828
S02000678,2009,93,69.92770162
S02000679,2009,46,78.88502522
S02000680,2009,72,83.11160493
S02000681,2009,50,72.71772985
S02000682,2009,20,58.43745197
S02000683,2009,32,56.01774062
S02000684,2009,116,66.91731678
S02000685,2009,107,83.16002166
S02000686,2009,78,89.62435989
S02000687,2009,100,70.35334944
S02000688,2009,93,111.211566
S02000689,2009,69,127.9344043
S02000690,2009,70,112.9244817
S02000691,2009,129,106.452488
S02000692,2009,186,124.7603361
S02000693,2009,110,88.34597441
S02000694,2009,105,85.68803199
S02000695,2009,74,104.698466
S02000696,2009,66,68.12350604
S02000697,2009,134,84.77782642
S02000698,2009,48,78.28708552
S02000699,2009,95,86.62649982
S02000700,2009,61,44.73191153
S02000701,2009,115,83.05896968
S02000702,2009,41,78.73965282
S02000703,2009,57,58.5249237
S02000704,2009,106,66.3244568
S02000705,2009,122,128.3423251
S02000706,2009,98,87.71341815
S02000707,2009,109,79.29127365
S02000708,2009,93,72.82942457
S02000709,2009,144,119.7370146
S02000710,2009,94,83.44414717
S02000711,2009,53,62.56769867
S02000712,2009,91,69.5331723
S02000713,2009,57,70.29684641
S02000714,2009,86,65.12359698
S02000715,2009,76,56.81138984
S02000716,2009,96,54.5177841
S02000771,2009,40,59.05642374
S02000772,2009,65,81.21018665
S02000773,2009,48,100.0741014
S02000774,2009,102,99.40903403
S02000775,2009,92,105.5209185
S02000776,2009,89,111.8998412
S02000777,2009,57,96.92883534
S02000778,2009,115,106.1179768
S02000779,2009,43,98.47833625
S02000780,2009,75,90.08478307
S02000781,2009,121,132.7819864
S02000782,2009,114,92.64929351
S02000783,2009,100,96.8655428
S02000784,2009,116,127.6104741
S02000785,2009,70,96.54439911
S02000786,2009,53,102.0743444
S02000787,2009,68,148.202678
S02000923,2009,71,115.2765512
S02000925,2009,87,86.87791733
S02000926,2009,69,68.08293273
S02000927,2009,58,63.87487266
S02000983,2009,51,60.45868629
S02000984,2009,55,75.6166307
S02000985,2009,91,95.63567598
S02000986,2009,47,68.00577231
S02000987,2009,97,110.2035751
S02000988,2009,105,104.2026047
S02000989,2009,40,70.55064106
S02000990,2009,35,103.913009
S02000991,2009,133,136.6811722
S02000992,2009,80,91.68005361
S02000993,2009,49,74.70787735
S02000994,2009,104,71.68480484
S02000995,2009,104,109.5104002
S02000996,2009,39,73.92541304
S02000997,2009,66,73.71451834
S02000998,2009,82,72.90600058
S02000999,2009,64,114.0476396
S02001000,2009,112,132.0436521
S02001001,2009,79,68.32117881
S02001002,2009,45,116.7786179
S02001003,2009,128,66.06946758
S02001004,2009,110,123.8772952
S02001005,2009,86,91.07043276
S02001006,2009,86,87.68958446
S02001007,2009,159,120.5264166
S02001008,2009,38,100.5156223
S02001009,2009,29,61.80789856
S02001010,2009,78,76.86866896
S02001011,2009,113,120.4055278
S02001012,2009,21,60.78509281
S02001013,2009,58,117.0539777
S02001014,2009,117,115.0995655
S02001015,2009,54,101.5250267
S02001016,2009,62,68.7871322
S02001017,2009,63,109.6068836
S02001018,2009,81,108.0376249
S02001019,2009,96,118.5563207
S02001020,2009,39,96.83222245
S02001146,2009,86,73.7024324
S02001148,2009,58,67.73935712
S02001149,2009,78,95.67861413
S02001150,2009,86,107.5102252
S02001152,2009,63,67.10205899
S02001153,2009,52,84.73083576
S02001154,2009,38,79.04239723
S02001156,2009,75,102.9108646
S02001157,2009,70,79.53801062
S02001158,2009,43,70.34297114
S02001159,2009,72,126.983376
S02001160,2009,89,78.19910575
S02001161,2009,72,84.86558375
S02001162,2009,78,73.59525717
S02001184,2009,97,89.82566509
S02001185,2009,124,102.2293851
S02001186,2009,146,121.461927
S02001187,2009,91,111.3731852
S02001188,2009,123,125.2820229
S02001189,2009,57,80.59821802
S02001190,2009,71,106.6238489
S02001191,2009,104,102.8617971
S02001192,2009,97,135.2011516
S02001193,2009,75,96.31729401
S02001194,2009,47,90.19361931
S02001195,2009,89,118.9150485
S02001196,2009,76,99.36372255
S02001197,2009,71,95.77495498
S02001198,2009,87,103.0383228
S02001199,2009,83,88.61807403
S02001200,2009,72,115.1617102
S02001201,2009,61,112.5031394
S02000260,2010,107,106.3148551
S02000261,2010,23,50.86722674
S02000262,2010,53,104.4657849
S02000263,2010,40,90.20685895
S02000264,2010,60,139.8731
S02000265,2010,25,63.97093025
S02000266,2010,42,68.95493934
S02000267,2010,27,78.59990919
S02000268,2010,77,149.9430307
S02000269,2010,38,94.35224906
S02000270,2010,79,137.0708508
S02000271,2010,33,99.52350124
S02000272,2010,43,101.8971458
S02000273,2010,25,74.56778269
S02000274,2010,37,71.88736695
S02000275,2010,43,69.51869043
S02000276,2010,42,108.8932605
S02000277,2010,87,81.96840247
S02000278,2010,31,61.80850308
S02000279,2010,74,116.8525017
S02000280,2010,71,82.7117399
S02000281,2010,84,98.54050574
S02000282,2010,43,87.73127461
S02000283,2010,37,58.76015357
S02000284,2010,54,75.2891284
S02000285,2010,23,63.10882769
S02000286,2010,58,91.79980743
S02000287,2010,81,106.6501088
S02000310,2010,62,111.5174037
S02000311,2010,47,160.7867483
S02000312,2010,24,70.43151664
S02000313,2010,62,119.1463243
S02000314,2010,71,124.2569267
S02000316,2010,23,91.62033692
S02000317,2010,45,132.6149089
S02000318,2010,66,142.0637775
S02000319,2010,35,66.70272792
S02000320,2010,33,76.18536988
S02000321,2010,77,131.5477408
S02000322,2010,49,80.73624688
S02000323,2010,41,90.86917189
S02000324,2010,49,88.50689147
S02000325,2010,54,122.5935191
S02000326,2010,61,129.9161672
S02000327,2010,79,101.6336646
S02000328,2010,100,129.8845277
S02000329,2010,44,78.15090195
S02000584,2010,80,79.89743857
S02000585,2010,143,116.7289343
S02000586,2010,65,84.72260588
S02000587,2010,91,89.11748185
S02000588,2010,101,74.79499142
S02000589,2010,126,104.6058578
S02000590,2010,78,64.35199046
S02000591,2010,44,61.50683904
S02000592,2010,89,92.13700094
S02000593,2010,70,111.2242467
S02000594,2010,51,73.73296229
S02000595,2010,53,74.93519439
S02000596,2010,66,115.8850267
S02000597,2010,143,111.2583378
S02000598,2010,48,75.95522387
S02000599,2010,63,89.00744613
S02000600,2010,49,84.08658917
S02000601,2010,91,84.71774561
S02000602,2010,96,118.6975021
S02000603,2010,58,79.54471223
S02000604,2010,67,69.3581269
S02000605,2010,30,56.39033612
S02000606,2010,87,73.32908134
S02000607,2010,91,96.69095619
S02000608,2010,111,122.6024938
S02000609,2010,39,64.30745588
S02000610,2010,161,136.6903901
S02000611,2010,83,88.71097104
S02000612,2010,78,127.3868983
S02000613,2010,85,69.49870596
S02000614,2010,72,96.29049475
S02000615,2010,89,87.86506808
S02000616,2010,98,109.4975888
S02000617,2010,143,88.15877127
S02000618,2010,105,105.1028649
S02000619,2010,110,80.96977989
S02000620,2010,123,116.9196871
S02000621,2010,136,129.6246964
S02000622,2010,61,78.93739509
S02000623,2010,37,87.8045176
S02000624,2010,64,90.33663208
S02000625,2010,80,78.39280596
S02000626,2010,90,89.4609881
S02000627,2010,103,128.4961845
S02000628,2010,162,131.7581414
S02000629,2010,55,59.47091484
S02000630,2010,106,69.54107955
S02000631,2010,97,85.79853724
S02000632,2010,128,103.2522065
S02000633,2010,172,105.2986265
S02000634,2010,68,68.30091971
S02000635,2010,168,122.3292364
S02000636,2010,41,97.35605712
S02000637,2010,107,87.68070216
S02000638,2010,100,88.36484126
S02000639,2010,73,71.30838524
S02000640,2010,125,125.8417909
S02000641,2010,131,126.7486844
S02000642,2010,100,72.47101048
S02000643,2010,107,74.64428777
S02000644,2010,86,61.36215661
S02000645,2010,47,84.57985176
S02000646,2010,85,91.26819537
S02000647,2010,68,70.47302089
S02000648,2010,141,100.0229413
S02000649,2010,58,52.3807307
S02000650,2010,56,72.52585149
S02000651,2010,58,66.64354369
S02000652,2010,91,65.58783578
S02000653,2010,83,62.19589879
S02000654,2010,174,140.3619376
S02000655,2010,53,70.81516866
S02000656,2010,164,110.9197178
S02000657,2010,97,97.60664359
S02000658,2010,139,180.540543
S02000659,2010,116,132.5634768
S02000660,2010,213,128.2215326
S02000661,2010,63,97.59986608
S02000662,2010,76,57.14184261
S02000663,2010,153,117.5577619
S02000664,2010,67,102.3045514
S02000665,2010,76,88.99513069
S02000666,2010,139,129.2833218
S02000667,2010,114,127.627842
S02000668,2010,52,56.06874408
S02000669,2010,89,75.38401337
S02000670,2010,72,61.14752925
S02000671,2010,58,74.43833551
S02000672,2010,37,83.39402017
S02000673,2010,65,61.68744648
S02000674,2010,97,74.40299794
S02000675,2010,78,102.9680563
S02000676,2010,74,82.45770954
S02000677,2010,45,78.86908355
S02000678,2010,89,74.98438733
S02000679,2010,41,84.65053325
S02000680,2010,65,85.05992599
S02000681,2010,25,78.40850251
S02000682,2010,26,62.1493108
S02000683,2010,33,60.48986942
S02000684,2010,106,71.77386945
S02000685,2010,121,87.56887102
S02000686,2010,84,95.71409274
S02000687,2010,70,74.80443158
S02000688,2010,90,120.0127721
S02000689,2010,71,136.8144725
S02000690,2010,54,123.5861621
S02000691,2010,144,115.2544725
S02000692,2010,145,132.6850642
S02000693,2010,69,95.06342432
S02000694,2010,69,92.63345569
S02000695,2010,37,113.4484987
S02000696,2010,60,73.27016468
S02000697,2010,93,86.96302085
S02000698,2010,81,85.21353247
S02000699,2010,87,93.43662596
S02000700,2010,55,47.60874762
S02000701,2010,105,88.42672936
S02000702,2010,61,86.3451217
S02000703,2010,70,62.69622386
S02000704,2010,104,71.22510662
S02000705,2010,148,139.8972358
S02000706,2010,103,93.10658599
S02000707,2010,110,86.93680559
S02000708,2010,85,78.14446799
S02000709,2010,129,127.7753555
S02000710,2010,80,89.52005117
S02000711,2010,55,66.95033374
S02000712,2010,88,74.59070999
S02000713,2010,85,74.4335074
S02000714,2010,96,68.83667246
S02000715,2010,88,59.71375594
S02000716,2010,93,58.81216686
S02000771,2010,28,63.22576011
S02000772,2010,65,87.78957034
S02000773,2010,55,107.456619
S02000774,2010,88,107.349948
S02000775,2010,120,111.1170038
S02000776,2010,89,120.4322408
S02000777,2010,59,104.7034319
S02000778,2010,130,111.7906656
S02000779,2010,63,102.2115435
S02000780,2010,85,96.85186879
S02000781,2010,157,145.6861722
S02000782,2010,95,98.48515442
S02000783,2010,100,103.961558
S02000784,2010,98,138.041683
S02000785,2010,54,103.2846599
S02000786,2010,71,109.0178401
S02000787,2010,98,160.4655741
S02000923,2010,63,125.7199124
S02000925,2010,52,91.08650424
S02000926,2010,52,72.53779271
S02000927,2010,35,69.541143
S02000983,2010,47,64.42854438
S02000984,2010,64,81.94717717
S02000985,2010,72,102.6211977
S02000986,2010,68,72.03082064
S02000987,2010,100,117.7655955
S02000988,2010,99,109.7848853
S02000989,2010,44,76.11750686
S02000990,2010,47,113.372731
S02000991,2010,106,146.8440462
S02000992,2010,68,100.2714717
S02000993,2010,33,80.12885461
S02000994,2010,71,75.68685185
S02000995,2010,95,119.791311
S02000996,2010,47,78.88908052
S02000997,2010,74,80.92016238
S02000998,2010,69,77.3248455
S02000999,2010,68,123.0592112
S02001000,2010,122,139.4584907
S02001001,2010,86,72.94992328
S02001002,2010,54,128.360017
S02001003,2010,84,67.50014005
S02001004,2010,109,133.4066445
S02001005,2010,65,96.85154694
S02001006,2010,66,95.13600644
S02001007,2010,125,127.3704906
S02001008,2010,47,107.8026392
S02001009,2010,24,66.41699504
S02001010,2010,80,81.9649524
S02001011,2010,108,130.0908701
S02001012,2010,34,65.0267049
S02001013,2010,56,125.703146
S02001014,2010,103,124.8298393
S02001015,2010,61,109.5271753
S02001016,2010,70,77.15380972
S02001017,2010,47,117.6664011
S02001018,2010,85,119.5320845
S02001019,2010,88,126.3642774
S02001020,2010,55,105.7626415
S02001146,2010,76,79.16361419
S02001148,2010,53,73.80667229
S02001149,2010,76,103.5544204
S02001150,2010,91,114.9819501
S02001152,2010,65,71.12927963
S02001153,2010,50,91.91770453
S02001154,2010,43,85.90304305
S02001156,2010,78,111.8006736
S02001157,2010,78,85.52535488
S02001158,2010,38,77.18111131
S02001159,2010,67,138.6444764
S02001160,2010,95,84.7567941
S02001161,2010,85,91.18461715
S02001162,2010,81,80.82635163
S02001184,2010,87,94.87957636
S02001185,2010,102,109.1889908
S02001186,2010,106,128.723019
S02001187,2010,88,118.3184333
S02001188,2010,109,132.4843284
S02001189,2010,60,87.32155861
S02001190,2010,78,114.7419305
S02001191,2010,112,106.1400622
S02001192,2010,87,147.6412376
S02001193,2010,89,106.1258275
S02001194,2010,64,96.57676971
S02001195,2010,140,129.0541649
S02001196,2010,69,105.8561795
S02001197,2010,83,103.7559282
S02001198,2010,82,110.3385741
S02001199,2010,95,93.8940205
S02001200,2010,98,125.8925174
S02001201,2010,65,121.7672761
S02000260,2011,90,107.8117626
S02000261,2011,20,50.65173855
S02000262,2011,58,106.4644656
S02000263,2011,43,94.26178339
S02000264,2011,52,141.87639
S02000265,2011,24,65.35675678
S02000266,2011,33,69.51146155
S02000267,2011,32,79.72860856
S02000268,2011,92,151.7749672
S02000269,2011,55,95.18273766
S02000270,2011,71,136.5213252
S02000271,2011,42,101.2479922
S02000272,2011,31,101.354265
S02000273,2011,26,76.8840148
S02000274,2011,30,72.29144557
S02000275,2011,28,70.08743107
S02000276,2011,47,109.0112141
S02000277,2011,103,82.84338831
S02000278,2011,22,62.97813489
S02000279,2011,73,115.767975
S02000280,2011,59,83.23950629
S02000281,2011,79,98.85606892
S02000282,2011,43,89.83286102
S02000283,2011,52,59.94739591
S02000284,2011,56,76.01619673
S02000285,2011,25,64.15755355
S02000286,2011,52,95.06259308
S02000287,2011,59,108.4147804
S02000310,2011,61,113.3642467
S02000311,2011,61,162.4027084
S02000312,2011,25,71.29408039
S02000313,2011,85,121.6871983
S02000314,2011,97,124.8580729
S02000316,2011,26,91.80457796
S02000317,2011,64,133.628773
S02000318,2011,81,144.0034214
S02000319,2011,32,67.0684465
S02000320,2011,28,78.88626114
S02000321,2011,88,132.9443919
S02000322,2011,49,81.6852524
S02000323,2011,46,92.4483948
S02000324,2011,64,89.97452287
S02000325,2011,61,124.024789
S02000326,2011,63,131.5387203
S02000327,2011,75,101.8820678
S02000328,2011,110,133.2946767
S02000329,2011,50,78.1784338
S02000584,2011,84,80.26871335
S02000585,2011,163,116.9850308
S02000586,2011,74,87.88914811
S02000587,2011,81,89.00355024
S02000588,2011,140,76.02909322
S02000589,2011,129,104.8321771
S02000590,2011,57,65.87118839
S02000591,2011,47,61.7889814
S02000592,2011,122,91.80183109
S02000593,2011,86,112.8995098
S02000594,2011,74,70.95011394
S02000595,2011,52,76.63532366
S02000596,2011,92,116.2229898
S02000597,2011,154,113.6238476
S02000598,2011,42,77.64949084
S02000599,2011,66,90.6388707
S02000600,2011,54,83.78928391
S02000601,2011,105,82.69451379
S02000602,2011,117,116.692566
S02000603,2011,48,78.64422206
S02000604,2011,43,70.10672474
S02000605,2011,32,57.56155796
S02000606,2011,77,72.22578016
S02000607,2011,73,97.17811732
S02000608,2011,116,124.9210041
S02000609,2011,46,66.4343545
S02000610,2011,167,132.3411561
S02000611,2011,79,89.98630422
S02000612,2011,105,128.36224
S02000613,2011,85,69.13801188
S02000614,2011,75,99.73880979
S02000615,2011,106,88.28457863
S02000616,2011,104,113.0107497
S02000617,2011,130,88.44170464
S02000618,2011,113,106.1102861
S02000619,2011,87,79.89792128
S02000620,2011,111,117.9543344
S02000621,2011,127,130.5533988
S02000622,2011,80,81.75534244
S02000623,2011,73,90.23940734
S02000624,2011,69,91.59041717
S02000625,2011,73,77.57173497
S02000626,2011,74,89.29977221
S02000627,2011,116,128.2192576
S02000628,2011,171,131.3451686
S02000629,2011,62,59.46710729
S02000630,2011,75,70.34136662
S02000631,2011,84,83.58633836
S02000632,2011,121,101.3278079
S02000633,2011,189,108.824606
S02000634,2011,82,70.54082374
S02000635,2011,138,124.7765
S02000636,2011,51,97.15329954
S02000637,2011,97,89.18402167
S02000638,2011,105,87.70247896
S02000639,2011,72,71.55485133
S02000640,2011,153,126.2672405
S02000641,2011,148,127.5939957
S02000642,2011,66,72.05270639
S02000643,2011,98,77.74342437
S02000644,2011,50,62.64322549
S02000645,2011,69,85.33448697
S02000646,2011,114,91.03806296
S02000647,2011,75,70.91115229
S02000648,2011,134,99.15018961
S02000649,2011,50,50.08417815
S02000650,2011,47,74.08858743
S02000651,2011,43,69.29036766
S02000652,2011,73,64.75469467
S02000653,2011,87,61.66444317
S02000654,2011,167,138.8594123
S02000655,2011,52,72.28629979
S02000656,2011,151,115.5009176
S02000657,2011,98,97.35608617
S02000658,2011,132,180.3045251
S02000659,2011,164,131.3803992
S02000660,2011,187,129.4643141
S02000661,2011,61,101.8433793
S02000662,2011,74,55.86808323
S02000663,2011,149,115.9631081
S02000664,2011,80,104.4167289
S02000665,2011,75,92.45952889
S02000666,2011,145,131.7755676
S02000667,2011,172,127.9789365
S02000668,2011,54,59.3334016
S02000669,2011,78,77.50530973
S02000670,2011,42,57.54776272
S02000671,2011,66,74.90695528
S02000672,2011,38,85.1038634
S02000673,2011,86,61.67896815
S02000674,2011,76,77.02578637
S02000675,2011,79,103.5773479
S02000676,2011,101,83.17594211
S02000677,2011,29,78.30856898
S02000678,2011,84,76.36703437
S02000679,2011,56,85.43309375
S02000680,2011,78,85.2892988
S02000681,2011,35,79.4248828
S02000682,2011,43,61.8679555
S02000683,2011,34,62.54765473
S02000684,2011,90,70.6072854
S02000685,2011,108,87.42746042
S02000686,2011,71,97.47409716
S02000687,2011,68,75.37237913
S02000688,2011,99,122.045256
S02000689,2011,91,137.5563213
S02000690,2011,62,127.8651128
S02000691,2011,165,112.1618749
S02000692,2011,184,133.2098496
S02000693,2011,107,93.39908991
S02000694,2011,94,95.61618795
S02000695,2011,41,118.1394384
S02000696,2011,69,73.70804351
S02000697,2011,84,86.75522956
S02000698,2011,85,86.02012773
S02000699,2011,96,91.67740762
S02000700,2011,49,49.18978253
S02000701,2011,103,87.63373973
S02000702,2011,50,87.73708947
S02000703,2011,72,62.22540698
S02000704,2011,91,71.4270839
S02000705,2011,138,142.1227397
S02000706,2011,99,90.98675039
S02000707,2011,108,85.57560913
S02000708,2011,83,77.50522303
S02000709,2011,105,127.8448369
S02000710,2011,80,90.93381423
S02000711,2011,72,66.98665635
S02000712,2011,84,76.1349908
S02000713,2011,83,75.73047972
S02000714,2011,94,67.7641495
S02000715,2011,91,60.70767168
S02000716,2011,96,58.68919213
S02000771,2011,28,63.36007181
S02000772,2011,52,88.38686933
S02000773,2011,59,111.7572356
S02000774,2011,117,107.8753269
S02000775,2011,124,109.3230306
S02000776,2011,113,122.0609176
S02000777,2011,68,106.5876139
S02000778,2011,141,113.8343258
S02000779,2011,63,101.4935574
S02000780,2011,91,93.94687328
S02000781,2011,147,143.6837861
S02000782,2011,81,99.61489357
S02000783,2011,95,102.9967853
S02000784,2011,105,139.2012788
S02000785,2011,74,102.8211573
S02000786,2011,92,108.7751659
S02000787,2011,88,161.1906955
S02000923,2011,63,127.8662477
S02000925,2011,63,92.63665973
S02000926,2011,74,74.00904472
S02000927,2011,49,71.50265501
S02000983,2011,49,64.71697749
S02000984,2011,64,83.51581433
S02000985,2011,90,101.9498086
S02000986,2011,63,71.17861914
S02000987,2011,136,116.1609949
S02000988,2011,109,111.7141176
S02000989,2011,52,78.27282048
S02000990,2011,51,114.2000713
S02000991,2011,120,147.3891435
S02000992,2011,78,102.3855542
S02000993,2011,50,80.75275741
S02000994,2011,89,75.78705237
S02000995,2011,106,123.1871759
S02000996,2011,48,79.8287985
S02000997,2011,90,81.23510452
S02000998,2011,93,77.65083349
S02000999,2011,87,125.2416018
S02001000,2011,131,143.4390516
S02001001,2011,95,72.11001515
S02001002,2011,76,128.435228
S02001003,2011,129,67.50002091
S02001004,2011,139,131.0330007
S02001005,2011,89,97.91746321
S02001006,2011,97,94.72220707
S02001007,2011,151,126.4580499
S02001008,2011,46,109.7984259
S02001009,2011,35,68.02588578
S02001010,2011,88,84.61773704
S02001011,2011,100,131.2840756
S02001012,2011,35,66.44561375
S02001013,2011,85,128.1786747
S02001014,2011,146,129.3276848
S02001015,2011,52,116.2552353
S02001016,2011,67,80.55726464
S02001017,2011,74,119.4925078
S02001018,2011,109,121.0627469
S02001019,2011,93,126.777422
S02001020,2011,39,109.1500984
S02001146,2011,88,80.79568427
S02001148,2011,47,75.92780959
S02001149,2011,102,103.9894436
S02001150,2011,85,116.5644685
S02001152,2011,68,70.93765364
S02001153,2011,55,93.93919154
S02001154,2011,59,85.80115347
S02001156,2011,60,115.8647143
S02001157,2011,86,88.61799292
S02001158,2011,43,77.89875634
S02001159,2011,91,139.695464
S02001160,2011,78,83.84441563
S02001161,2011,83,90.10797004
S02001162,2011,88,85.94414319
S02001184,2011,100,94.31914963
S02001185,2011,114,113.9801177
S02001186,2011,137,128.1893303
S02001187,2011,110,117.7305228
S02001188,2011,128,132.0148672
S02001189,2011,60,86.56430261
S02001190,2011,77,115.0523571
S02001191,2011,116,106.2618782
S02001192,2011,89,148.5341536
S02001193,2011,69,106.8659669
S02001194,2011,66,97.30977805
S02001195,2011,143,131.0555137
S02001196,2011,83,103.9446259
S02001197,2011,85,105.1431201
S02001198,2011,105,113.9384178
S02001199,2011,115,94.6287073
S02001200,2011,116,126.1144889
S02001201,2011,101,122.7093213
