,Country,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
1,Spain,2015,2016-01-19T00:32:32.617Z,STA_ES1938A,SP_28079048_9_47,40.43972222,-3.69027777,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,94.17808219,100,94.17808219,11.02266666
2,Spain,2015,2016-12-20T02:01:01.927Z,STA_ES1827A,SP_07010001_9_47,39.67766,2.68665,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,92.29452055,100,92.29452055,6.99109461
3,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES0691A,SP_08019004_9_M,41.40388185,2.204522594,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,92.60273973,100,92.60273973,17.96301775
4,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES1417A,SP_22125001_9_M,42.13611,-0.40389,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,79.17808219,100,79.17808219,11.33217993
5,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1649A,SP_26011001_9_49,42.176,-1.744,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.10958904,100,99.10958904,6.36662059
6,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1997A,SP_10148001_9_46,40.07778,-6.14722,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.30136986,100,96.30136986,7.03471431
7,Spain,2015,2016-01-20T02:25:38.267Z,STA_ES1914A,SP_03066003_9_46,38.45472222,-0.80333333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.68949772,100,96.68949772,9.28913813
8,Spain,2015,2016-01-20T02:25:38.267Z,STA_ES1386A,SP_12040008_9_46,40.01277777,-0.05722222,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.00684932,100,99.00684932,8.10157961
9,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES2054A,SP_33004052_9_49,43.5705,-5.9583,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.13926941,100,98.13926941,9.53483773
10,Spain,2015,2016-01-20T02:25:38.267Z,STA_ES1884A,SP_46220010_9_46,39.63416666,-0.26583333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.043379,100,97.043379,9.48217856
11,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1766A,SP_38006003_9_46,28.145093,-16.523687,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.51141553,100,97.51141553,9.94848981
12,Spain,2015,2016-01-19T00:32:32.617Z,STA_ES1615A,SP_10037001_9_46,39.47278,-6.36028,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.48630137,100,99.48630137,6.72005278
13,Spain,2015,2017-08-07T07:45:40.333Z,STA_ES0094A,SP_15070006_9_47,43.4056,-7.9889,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.19178082,100,97.19178082,8.30102184
14,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1957A,SP_15030027_9_49,43.3825,-8.4089,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.04794521,100,98.04794521,16.0627314
15,Spain,2015,2016-01-19T00:32:32.617Z,STA_ES1779A,SP_26019001_9_47,42.44,-2.239,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.92009132,100,99.92009132,10.00896835
16,Spain,2015,2016-01-19T00:32:32.617Z,STA_ES1818A,SP_45168002_9_49,39.86806,-4.02083,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,95.20547945,100,95.20547945,11.96589928
17,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1492A,SP_01059009_9_49,42.85555555,-2.66805555,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,91.97488584,100,91.97488584,10.92540647
18,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1974A,SP_33024031_9_49,43.5166,-5.6707,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.53196347,100,99.53196347,10.77382727
19,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES2053A,SP_38036002_9_49,28.09012,-17.1181,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,88.18493151,100,88.18493151,9.46122977
20,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES0009R,SP_19061999_9_M,41.27417,-3.1425,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,94.24657534,100,94.24657534,4.81686046
21,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES0016R,SP_27058999_9_M,42.63472,-7.70472,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,83.01369863,100,83.01369863,8.37953795
22,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES0001R,SP_45153999_9_M,39.54694,-4.35056,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.53424658,100,97.53424658,6.61235955
23,Spain,2015,2016-12-20T02:01:01.927Z,STA_ES1636A,SP_47186030_9_49,41.65611111,-4.73388888,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.71232877,100,96.71232877,9.64719074
24,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1802A,SP_28016001_9_49,40.90901944,-3.467902778,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.14383562,100,99.14383562,5.86747265
25,Spain,2015,2017-09-12T23:11:33.41Z,STA_ES1535A,SP_02003001_9_49,38.97928,-1.85213,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,88.39041096,100,88.39041096,11.20813638
26,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1239A,SP_46250030_9_46,39.45611111,-0.37583333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,93.16210046,100,93.16210046,15.73275333
49,Spain,2017,2018-01-13T05:01:59.413Z,STA_ES1489A,SP_01055001_9_49,42.87527777,-3.23138888,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,88.16210046,100,88.16210046,5.28538132
50,Spain,2017,2018-01-13T05:01:59.413Z,STA_ES1492A,SP_01059009_9_49,42.85555555,-2.66805555,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,91.11872146,100,91.11872146,9.82873966
51,Spain,2017,2017-01-04T01:49:16.423Z,STA_ES1868A,SP_15078007_9_49,42.8758,-8.5592,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.50228311,100,95.50228311,9.86903418
52,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1901A,SP_15078008_9_49,42.8878,-8.5308,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.07762557,100,97.07762557,15.50935324
53,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES2014A,SP_32039001_9_49,42.0617,-7.4085,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.53881279,100,98.53881279,7.53762048
54,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1746A,SP_26066001_9_49,42.341,-2.232,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.52739726,100,98.52739726,8.18218051
55,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES2025A,SP_35017005_9_49,28.50616,-13.84898,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,86.01598174,100,86.01598174,10.37266091
56,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1769A,SP_38005001_9_46,28.111373,-16.471625,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.59360731,100,95.59360731,12.33126343
57,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0014R,SP_25224999_9_M,41.39389,0.73472,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,93.97260274,100,93.97260274,7.08163265
58,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0016R,SP_27058999_9_M,42.63472,-7.70472,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,78.90410959,100,78.90410959,9.65625
59,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1890A,SP_28007004_9_49,40.341909,-3.835735,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.10958904,100,99.10958904,11.66493895
60,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1937A,SP_28079047_9_47,40.39805555,-3.68666666,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.77853881,100,98.77853881,11.52062868
61,Spain,2017,2017-01-12T02:27:59.127Z,STA_ES1955A,SP_35004002_9_49,28.96787,-13.555856,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,76.73515982,100,76.73515982,5.99464445
62,Spain,2017,2017-03-07T19:30:50.893Z,STA_ES1968A,SP_03014009_9_46,38.35111111,-0.51388888,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,77.8196347,100,77.8196347,7.0555963
63,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1885A,SP_46250046_9_46,39.48027777,-0.33638888,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.25570776,100,96.25570776,9.4089184
64,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1239A,SP_46250030_9_46,39.45611111,-0.37583333,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.47031963,100,98.47031963,11.33596104
65,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1926A,SP_46250048_9_46,39.48111111,-0.40833333,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.85616438,100,95.85616438,14.36822674
66,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1386A,SP_12040008_9_46,40.01277777,-0.05722222,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.72146119,100,98.72146119,7.64650786
67,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1802A,SP_28016001_9_49,40.90901944,-3.467902778,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.08675799,100,99.08675799,8.40864055
68,Spain,2017,2017-12-30T04:27:53.523Z,STA_ES1961A,SP_27902001_9_47,43.6694,-7.3789,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,98.85844749,100,98.85844749,10.17420323
69,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES1641A,SP_50297036_9_M,41.63528,-0.89361,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,93.15068493,100,93.15068493,12.87058823
70,Spain,2017,2018-09-08T03:50:58.41Z,STA_ES0006R,SP_07032999_9_M,39.87528,4.31639,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,92.05479452,100,92.05479452,6.08035714
71,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1866A,SP_35017002_9_47,28.50276174,-13.85369942,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,86.56392694,100,86.56392694,7.53593564
72,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1863A,SP_35004001_9_A,28.97699,-13.547584,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.75342466,100,95.75342466,8.28004291
73,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1975A,SP_38038022_9_46,28.45816,-16.278776,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,78.08219178,100,78.08219178,6.89298245
74,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES0365A,SP_34214001_9_46,42.70361,-4.82722,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.97716895,100,99.97716895,5.50068508
75,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1772A,SP_38011006_9_47,28.393408,-16.3581,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,95.86757991,100,95.86757991,16.52048106
76,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1768A,SP_38006001_9_46,28.007738,-16.655913,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.58675799,100,96.58675799,15.0387661
77,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1767A,SP_38006002_9_46,28.07255,-16.653023,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,96.87214612,100,96.87214612,12.76125382
78,Spain,2017,2018-09-01T10:31:54.34Z,STA_ES1741A,SP_35019002_9_47,27.763652,-15.563851,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,97.37442922,100,97.37442922,11.45275498
79,Spain,2017,2017-01-02T01:33:08.27Z,STA_ES1838A,SP_28009001_9_49,40.59981944,-3.503286111,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,99.14383562,100,99.14383562,10.83765112
80,Spain,2017,2017-01-06T01:36:47.877Z,STA_ES1632A,SP_47186029_9_49,41.62055555,-4.74666666,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,93.37899543,100,93.37899543,8.29095354
81,Spain,2017,2017-01-12T02:27:59.127Z,STA_ES1956A,SP_38009001_9_49,28.645396,-17.771554,ES.BDCA.AQD,ug.m-3,01/01/2017,01/01/2018,Valid,Verified,92.92237443,100,92.92237443,9.71314496
85,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1760A,SP_38017003_9_46,28.112486,-16.577577,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.09881603,100,98.09881603,8.7887896
86,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1937A,SP_28079047_9_47,40.39805555,-3.68666666,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.7363388,100,98.7363388,11.21953188
87,Spain,2016,2016-03-05T01:16:27.89Z,STA_ES1631A,SP_47186027_9_49,41.64555555,-4.73027777,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,93.73861566,100,93.73861566,10.49890697
88,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1763A,SP_35019004_9_47,27.801278,-15.461157,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.98679417,100,98.98679417,10.44255319
89,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1979A,SP_38008001_9_47,28.667712,-17.775553,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.25637523,100,97.25637523,4.22158492
90,Spain,2016,2016-06-03T00:57:56.24Z,STA_ES1976A,SP_38038021_9_49,28.461788,-16.27662,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.35701275,100,96.35701275,9.46053875
91,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1744A,SP_35002002_9_47,27.86907,-15.38715,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.33970856,100,99.33970856,7.12869585
92,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1975A,SP_38038022_9_46,28.45816,-16.278776,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,90.65346084,100,90.65346084,5.86261459
93,Spain,2016,2016-01-29T00:46:23.843Z,STA_ES1905A,SP_27028005_9_49,42.9981,-7.55,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.66803279,100,98.66803279,8.07395869
94,Spain,2016,2016-10-26T04:16:49.723Z,STA_ES1440A,SP_36057021_9_47,42.2103,-8.7369,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.0154827,100,96.0154827,15.03930519
95,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1599A,SP_20016001_9_49,43.25055555,-2.155,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,94.04599271,100,94.04599271,5.06294637
96,Spain,2016,2017-01-02T01:33:08.27Z,STA_ES2014A,SP_32039001_9_49,42.0617,-7.4085,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.82559199,100,97.82559199,6.22692889
97,Spain,2016,2017-01-02T01:33:08.27Z,STA_ES1572A,SP_33044032_9_49,43.3727,-5.8728,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.46129326,100,97.46129326,10.59595841
98,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1955A,SP_35004002_9_49,28.96787,-13.555856,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,90.63069217,100,90.63069217,4.73935435
99,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1968A,SP_03014009_9_46,38.35111111,-0.51388888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,76.49134791,100,76.49134791,5.10760529
100,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1753A,SP_26117001_9_47,42.34,-2.059,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.06648452,100,99.06648452,7.22468398
101,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1239A,SP_46250030_9_46,39.45611111,-0.37583333,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.33788707,100,98.33788707,9.36073165
102,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1745A,SP_35002001_9_47,27.897639,-15.445028,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.08925319,100,99.08925319,6.8705193
103,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1877A,SP_12009007_9_46,39.94527777,-0.05638888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.24499089,100,97.24499089,6.26012643
104,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1920A,SP_38004001_9_49,28.33722,-16.39972,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,83.81147541,100,83.81147541,7.76242868
105,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1494A,SP_20069002_9_49,43.32277777,-1.96027777,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.40437158,100,97.40437158,7.5330762
106,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES0365A,SP_34214001_9_46,42.70361,-4.82722,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.94307832,100,99.94307832,4.91980863
107,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES0118A,SP_28079008_9_47,40.42166666,-3.68222222,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.46493625,100,99.46493625,11.30628362
108,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1762A,SP_38017001_9_46,28.047332,-16.536049,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.55236794,100,97.55236794,10.53868596
109,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES0110A,SP_48902006_9_49,43.30277777,-2.97722222,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.78961749,100,96.78961749,9.68736767
110,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1957A,SP_15030027_9_49,43.3825,-8.4089,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.42714026,100,97.42714026,14.88713484
111,Spain,2016,2016-10-26T04:16:49.723Z,STA_ES1907A,SP_15005012_9_47,43.30222222,-8.50555555,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.46493625,100,99.46493625,9.86604898
112,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1810A,SP_28171001_9_49,40.247937,-4.27515,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.41575592,100,97.41575592,8.16524482
113,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1961A,SP_27902001_9_47,43.6694,-7.3789,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.90710383,100,98.90710383,7.78474907
114,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1671A,SP_46258001_9_46,39.70805555,-0.83194444,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.55601093,100,99.55601093,8.50120068
115,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1974A,SP_33024031_9_49,43.5166,-5.6707,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.40619308,100,98.40619308,10.383503
137,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES1760A,SP_38017003_9_46,28.112486,-16.577577,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.76027397,100,99.76027397,10.12243963
138,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1687A,SP_12028001_9_46,40.06222222,0.07277777,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,95.90182648,100,95.90182648,7.03178193
139,Spain,2015,2016-11-11T01:51:29.787Z,STA_ES1619A,SP_46250043_9_M,39.47805555,-0.36833333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,76.43835616,100,76.43835616,19.68817204
140,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1864A,SP_35024001_9_47,28.99031,-13.51655,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,95.84474886,100,95.84474886,6.81133873
141,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1745A,SP_35002001_9_47,27.897639,-15.445028,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.3630137,100,97.3630137,8.08453511
142,Spain,2015,2016-01-20T02:25:38.267Z,STA_ES1543A,SP_12141002_9_46,40.735,-0.16944444,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.53196347,100,99.53196347,7.11434797
143,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1978A,SP_35017003_9_49,28.49838,-13.86083,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,95.34246575,100,95.34246575,6.33045977
144,Spain,2015,2016-07-31T01:12:18.037Z,STA_ES1756A,SP_38011004_9_47,28.376713,-16.361928,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.03652968,100,98.03652968,6.56404285
145,Spain,2015,2016-01-19T00:32:32.617Z,STA_ES1940A,SP_28079050_9_47,40.46583333,-3.68833333,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,81.27853881,100,81.27853881,10.7480337
146,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1494A,SP_20069002_9_49,43.32277777,-1.96027777,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,97.48858447,100,97.48858447,8.479274
147,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES1489A,SP_01055001_9_49,42.87527777,-3.23138888,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,88.43607306,100,88.43607306,6.16290176
148,Spain,2015,2016-01-20T02:25:38.267Z,STA_ES1670A,SP_46095001_9_46,39.55861111,-1.28138888,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,96.73515982,100,96.73515982,11.08189756
149,Spain,2015,2016-07-29T03:40:06.373Z,STA_ES0873A,SP_35016010_9_47,28.03512,-15.41631,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,99.31506849,100,99.31506849,8.80965517
150,Spain,2015,2016-12-16T08:05:15.97Z,STA_ES1890A,SP_28007004_9_49,40.341909,-3.835735,ES.BDCA.AQD,ug.m-3,01/01/2015,01/01/2016,Valid,Verified,98.88127854,100,98.88127854,8.01974139
